Date,Time,TankID,Flow_Left_30s,Flow_Right_30s,TempInSitu,Salinity,DO_mg_L,Light_nm,TA,Notes,pH
6/16/24,21:00:00,11,438,292,27.7,36.2,NA,NA,2357.732,NA,8.074823437762971
6/16/24,21:00:00,12,10,38,27.7,36.2,NA,NA,2352.298,NA,7.9720608821513546
6/16/24,21:00:00,13,120,59,27.8,36.2,NA,NA,NA,NA,8.010316205310184
6/16/24,21:00:00,14,56,36,27.8,36.1,NA,NA,NA,NA,7.95725651485168
6/16/24,21:00:00,15,126,6,27.8,36.2,NA,NA,NA,NA,8.067521622447773
6/16/24,21:00:00,16,148,205,27.8,36.2,NA,NA,NA,NA,8.052347647784488
6/16/24,21:00:00,Inflow1,NA,NA,28,36.4,NA,NA,2354.991,NA,8.065593049913176
6/16/24,21:00:00,Inflow2,NA,NA,28,36.4,NA,NA,2354.242,NA,8.071012591867811
6/17/24,21:00:00,1,NA,NA,27.4,36.2,7.311,NA,NA,NA,8.031776854686628
6/17/24,21:00:00,2,NA,NA,27.5,36,6.997,NA,NA,NA,8.06322441899078
6/17/24,21:00:00,3,NA,NA,27.4,36.2,7.593,NA,NA,NA,8.07249337945025
6/17/24,21:00:00,4,NA,NA,27.5,36.3,6.073,NA,NA,NA,8.013037642679762
6/17/24,21:00:00,5,NA,NA,27.5,36,7.16,NA,NA,NA,8.058830068253133
6/17/24,21:00:00,6,NA,NA,27.3,36.1,6.942,NA,NA,NA,8.028708306838773
6/17/24,21:00:00,7,NA,NA,27.4,36.1,6.67,NA,NA,NA,7.9808253397212905
6/17/24,21:00:00,8,NA,NA,27.3,36.2,7.562,NA,NA,NA,8.071068396567648
6/17/24,21:00:00,9,NA,NA,27,36.4,7.302,NA,NA,NA,7.9802784302302
6/17/24,21:00:00,10,NA,NA,27.3,36.2,7.316,NA,NA,NA,7.983743450991487
6/17/24,21:00:00,11,NA,NA,27.5,36.2,7.111,NA,NA,NA,8.05758066020046
6/17/24,21:00:00,12,NA,NA,27.2,36.4,6.645,NA,NA,NA,8.154671395853931
6/17/24,21:00:00,13,NA,NA,27.6,36.1,7.231,NA,NA,NA,8.046746840998397
6/17/24,21:00:00,14,NA,NA,27.4,36.1,5.884,NA,NA,NA,8.05817609229568
6/17/24,21:00:00,15,NA,NA,27.5,36.1,7.102,NA,NA,NA,8.06845114183088
6/17/24,21:00:00,16,NA,NA,27.5,36.1,6.761,NA,NA,NA,8.044930449935796
6/17/24,21:00:00,Inflow1,NA,NA,28,36.4,6.226,NA,NA,NA,8.025999168666054
6/17/24,21:00:00,Inflow2,NA,NA,28,36.4,7.584,NA,NA,NA,8.057332696230986
6/18/24,12:00:00,1,NA,NA,27.7,36.2,8.963,451,NA,NA,8.16019302410676
6/18/24,12:00:00,2,NA,NA,27.6,36.1,7.665,484,NA,NA,8.068426921760642
6/18/24,12:00:00,3,NA,NA,27.7,36.5,8.29,439,NA,NA,8.067061805903355
6/18/24,12:00:00,4,NA,NA,28.6,36.3,8.504,430,NA,NA,8.30424400620317
6/18/24,12:00:00,5,NA,NA,27.7,36.1,8.078,414,NA,NA,8.083588573434723
6/18/24,12:00:00,6,NA,NA,27.5,36.2,7.923,410,NA,NA,8.111553419253946
6/18/24,12:00:00,7,NA,NA,28.1,36.1,8.088,523,NA,NA,8.18381592970818
6/18/24,12:00:00,8,NA,NA,27.9,36.2,8.298,450,NA,NA,8.077388205961103
6/18/24,12:00:00,9,NA,NA,27.6,36.2,10.554,495,NA,NA,8.110124661524349
6/18/24,12:00:00,10,NA,NA,28.4,36.2,8.627,357,NA,NA,8.14652631390916
6/18/24,12:00:00,11,NA,NA,27.8,36.2,8.542,397,NA,NA,8.068340353124052
6/18/24,12:00:00,12,NA,NA,27.9,36.2,8.552,308,NA,NA,8.181088578802282
6/18/24,12:00:00,13,NA,NA,27.8,36.1,8.287,460,NA,NA,8.093960600252192
6/18/24,12:00:00,14,NA,NA,27.6,36.1,8.374,516,NA,NA,8.10648131519461
6/18/24,12:00:00,15,NA,NA,27.7,36.1,8.026,514,NA,NA,8.063722633630205
6/18/24,12:00:00,16,NA,NA,27.7,36.1,8.385,455,NA,NA,8.10001604243093
6/18/24,12:00:00,Inflow1,NA,NA,29,36.4,8.047,NA,NA,NA,8.0257361792719
6/18/24,12:00:00,Inflow2,NA,NA,29,36.4,8.163,NA,NA,NA,8.044025076725847
6/18/24,21:00:00,1,NA,NA,26.6,36.1,NA,NA,NA,NA,7.924358683253531
6/18/24,21:00:00,2,NA,NA,26.9,36.1,NA,NA,NA,NA,7.978032190718448
6/18/24,21:00:00,3,NA,NA,26.5,36.4,NA,NA,NA,NA,7.998512616202071
6/18/24,21:00:00,4,NA,NA,26.7,36.4,NA,NA,NA,NA,8.019506594421422
6/18/24,21:00:00,5,NA,NA,26.8,36.1,NA,NA,NA,NA,7.983895395934712
6/18/24,21:00:00,6,NA,NA,26.6,36.2,NA,NA,NA,NA,7.957033684802112
6/18/24,21:00:00,7,NA,NA,26.6,36.2,NA,NA,NA,NA,7.902616032463738
6/18/24,21:00:00,8,NA,NA,26.5,36.3,NA,NA,NA,NA,8.004671810621865
6/18/24,21:00:00,9,NA,NA,26.9,36.1,NA,NA,NA,NA,7.984692774822096
6/18/24,21:00:00,10,NA,NA,26.6,36.3,NA,NA,NA,NA,7.901779396565288
6/18/24,21:00:00,11,NA,NA,26.7,36.3,NA,NA,NA,NA,8.005348590835203
6/18/24,21:00:00,12,NA,NA,26.6,36.2,NA,NA,NA,NA,7.934279303279982
6/18/24,21:00:00,13,NA,NA,26.9,36.1,NA,NA,NA,NA,7.979150555319225
6/18/24,21:00:00,14,NA,NA,26.8,36.1,NA,NA,NA,NA,7.989699826602068
6/18/24,21:00:00,15,NA,NA,26.9,36.1,NA,NA,NA,NA,8.014168813796033
6/18/24,21:00:00,16,NA,NA,26.8,36.2,NA,NA,NA,NA,7.973091534524586
6/18/24,21:00:00,Inflow1,NA,NA,27,36.4,NA,NA,NA,NA,7.993149017306019
6/18/24,21:00:00,Inflow2,NA,NA,27,36.4,NA,NA,NA,NA,7.9845521013228975
6/19/24,12:00:00,1,NA,NA,28,36.4,NA,516,NA,NA,11.906862566284993
6/19/24,12:00:00,2,NA,NA,27.6,36.1,NA,579,NA,NA,11.769184208480432
6/19/24,12:00:00,3,NA,NA,28.2,36.4,NA,197,NA,NA,11.7560467548858
6/19/24,12:00:00,4,NA,NA,28.6,36.4,NA,291,NA,NA,12.180687265825929
6/19/24,12:00:00,5,NA,NA,27.7,36.2,NA,241,NA,NA,11.800422709547341
6/19/24,12:00:00,6,NA,NA,27.5,36.1,NA,224,NA,NA,11.840610542650357
6/19/24,12:00:00,7,NA,NA,28.2,36.1,NA,512,NA,NA,11.906752574933403
6/19/24,12:00:00,8,NA,NA,28.3,36.3,NA,551,NA,NA,11.801050421068728
6/19/24,12:00:00,9,NA,NA,27.8,36.1,NA,255,NA,NA,11.810581241106787
6/19/24,12:00:00,10,NA,NA,28.5,36.3,NA,253,NA,NA,11.954560580260985
6/19/24,12:00:00,11,NA,NA,28.1,36.2,NA,189,NA,NA,11.812840115763423
6/19/24,12:00:00,12,NA,NA,28.1,36.3,NA,204,NA,NA,12.01036923500873
6/19/24,12:00:00,13,NA,NA,27.8,36.1,NA,210,NA,NA,11.824272932473757
6/19/24,12:00:00,14,NA,NA,27.6,36.2,NA,310,NA,NA,11.832210853738006
6/19/24,12:00:00,15,NA,NA,27.7,36.1,NA,448,NA,NA,11.780741475933374
6/19/24,12:00:00,16,NA,NA,27.9,36.1,NA,281,NA,NA,11.859488094085764
6/19/24,12:00:00,Inflow1,NA,NA,29,36.4,NA,NA,NA,NA,11.742526059533432
6/19/24,12:00:00,Inflow2,NA,NA,29,36.4,NA,NA,NA,NA,11.743610772583674
6/19/24,21:00:00,1,NA,NA,26.8,36.4,NA,NA,NA,NA,11.697020624647804
6/19/24,21:00:00,2,NA,NA,27.2,36.1,NA,NA,NA,NA,11.774697745646929
6/19/24,21:00:00,3,NA,NA,27,36.4,NA,NA,NA,NA,11.784387665742713
6/19/24,21:00:00,4,NA,NA,27,36.4,NA,NA,NA,NA,11.78288913602041
6/19/24,21:00:00,5,NA,NA,27.1,36.2,NA,NA,NA,NA,11.787867012934086
6/19/24,21:00:00,6,NA,NA,26.8,36.2,NA,NA,NA,NA,11.730814775841496
6/19/24,21:00:00,7,NA,NA,26.9,36.2,NA,NA,NA,NA,11.670056846936678
6/19/24,21:00:00,8,NA,NA,26.8,36.3,NA,NA,NA,NA,11.814590899051613
6/19/24,21:00:00,9,NA,NA,27,36.2,NA,NA,NA,NA,11.772239318008369
6/19/24,21:00:00,10,NA,NA,26.9,36.3,NA,NA,NA,NA,11.69559549235115
6/19/24,21:00:00,11,NA,NA,27.1,36.2,NA,NA,NA,NA,11.818902546761397
6/19/24,21:00:00,12,NA,NA,26.9,36.2,NA,NA,NA,NA,11.718307909971823
6/19/24,21:00:00,13,NA,NA,27.2,36.1,NA,NA,NA,NA,11.79833091765037
6/19/24,21:00:00,14,NA,NA,27,36.2,NA,NA,NA,NA,11.796746005276216
6/19/24,21:00:00,15,NA,NA,27.1,36.1,NA,NA,NA,NA,11.830204865471424
6/19/24,21:00:00,16,NA,NA,26.9,36.2,NA,NA,NA,NA,11.75681768438127
6/20/24,12:00:00,1,30,44,28,36.3,NA,380,NA,NA,12.007674043096385
6/20/24,12:00:00,2,328,304,27.7,36.2,NA,413,NA,NA,11.817259963786205
6/20/24,12:00:00,3,14,0,28.3,36.4,NA,330,NA,NA,11.787123155863206
6/20/24,12:00:00,4,14,0,28.6,36.4,NA,376,NA,NA,12.117337751971705
6/20/24,12:00:00,5,200,142,27.8,36.1,NA,390,NA,NA,11.838265604618575
6/20/24,12:00:00,6,46,50,27.6,36.2,NA,362,NA,NA,11.9027702177182
6/20/24,12:00:00,7,98,0,28.2,36.2,NA,420,NA,NA,11.89122181622833
6/20/24,12:00:00,8,20,0,28.3,36.3,NA,390,NA,NA,11.828509649950465
6/20/24,12:00:00,9,80,48,28,36.2,NA,350,NA,NA,11.875282121753697
6/20/24,12:00:00,10,0,22,28.6,36.3,NA,391,NA,NA,11.940225943343451
6/20/24,12:00:00,11,30,30,28.1,36.2,NA,344,NA,NA,11.825055408034476
6/20/24,12:00:00,12,30,8,28.2,36.3,NA,360,NA,NA,11.989072133132982
6/20/24,12:00:00,13,98,230,27.9,36.2,NA,385,NA,NA,11.85143328461423
6/20/24,12:00:00,14,240,6,27.8,36.2,NA,427,NA,NA,11.887545819535337
6/20/24,12:00:00,15,158,352,27.9,36.2,NA,417,NA,NA,11.802196528224902
6/20/24,12:00:00,16,70,6,28.2,36.2,NA,397,NA,NA,11.93465043452862
6/20/24,12:00:00,Inflow1,NA,NA,28,36.4,NA,NA,NA,NA,11.835053666684681
6/20/24,12:00:00,Inflow2,NA,NA,28,36.4,NA,NA,NA,NA,11.8234577886768
