Year,Date,Location,Site,Habitat,Transect,Quadrat,Taxonomy_Substrate_Functional_Group,Percent_Cover
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Coral,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Crustose Corallines,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Algal Turf,72
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Coral,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Crustose Corallines,24
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 5,LTER 1,Backreef,2,5,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Algal Turf,88
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Coral,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 6,LTER 1,Backreef,2,6,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Algal Turf,68
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Coral,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Halimeda minima,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Sand,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 7,LTER 1,Backreef,2,7,Turbinaria ornata,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Algal Turf,64
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Coral,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Crustose Corallines,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Halimeda minima,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Sand,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 8,LTER 1,Backreef,2,8,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Algal Turf,68
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Amansia rhodantha,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Caulerpa racemosa,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Coral,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Crustose Corallines,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 9,LTER 1,Backreef,2,9,Turbinaria ornata,8
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Algal Turf,36
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Cladophoropsis membranacea,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Coral,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Crustose Corallines,52
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Sand,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 1,LTER 1,Backreef,3,1,Turbinaria ornata,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Algal Turf,68
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Coral,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Crustose Corallines,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 10,LTER 1,Backreef,3,10,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Algal Turf,28
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Coral,40
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Crustose Corallines,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Sand,28
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 2,LTER 1,Backreef,3,2,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Algal Turf,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Coral,12
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Crustose Corallines,36
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Sand,16
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 3,LTER 1,Backreef,3,3,Turbinaria ornata,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Algal Turf,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Coral,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Crustose Corallines,12
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 4,LTER 1,Backreef,3,4,Turbinaria ornata,24
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Algal Turf,48
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Coral,12
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Crustose Corallines,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Sand,8
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 5,LTER 1,Backreef,3,5,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Algal Turf,24
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Amansia rhodantha,8
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Coral,24
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Crustose Corallines,44
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 6,LTER 1,Backreef,3,6,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Algal Turf,36
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Coral,12
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Crustose Corallines,20
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 7,LTER 1,Backreef,3,7,Turbinaria ornata,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Algal Turf,20
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Coral,20
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Crustose Corallines,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Dictyosphaeria cavernosa,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 8,LTER 1,Backreef,3,8,Turbinaria ornata,24
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Algal Turf,28
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Coral,28
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Crustose Corallines,32
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Dictyosphaeria cavernosa,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Halimeda minima,4
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 3 Quad 9,LTER 1,Backreef,3,9,Turbinaria ornata,4
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Algal Turf,40
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Coral,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Crustose Corallines,52
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 1,LTER 1,Backreef,4,1,Turbinaria ornata,8
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Algal Turf,40
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Amansia rhodantha,8
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Coral,44
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Sand,4
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 10,LTER 1,Backreef,4,10,Turbinaria ornata,4
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Algal Turf,80
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Coral,4
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 2,LTER 1,Backreef,4,2,Turbinaria ornata,16
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 3,LTER 1,Backreef,4,3,Algal Turf,24
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 3,LTER 1,Backreef,4,3,Amansia rhodantha,4
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 3,LTER 1,Backreef,4,3,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 4 Quad 3,LTER 1,Backreef,4,3,Caulerpa serrulata,0
