Date,Location,Site,Habitat,Section_of_Transect,Quadrat_within_section,Quad40,Taxonomy_Substrate_or_Functional_Group,Percent_Cover,Group
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Non-coralline Crustose Algae,10.2,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Millepora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Soft Coral,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Porites rus,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Sand,0,Sand
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Montipora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Porites spp. Massive,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Psammocora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Stylocoeniella,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Tubastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Unknown or Other,0,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Sandolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Acanthastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Acropora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Astrea,1.1,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Gardineroseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Fungiidae unidentified,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Goniastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Herpolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Leptoseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Lobophyllia,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,LTER 1,Outer 10,2,6,14,Macroalgae,7,Macroalgae
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Pachyseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Leptoseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Fungiidae unidentified,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Cyphastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,CTB,51.9,CTB
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Astreopora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Astrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Acropora,4.2,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Acanthastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Herpolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Non-coralline Crustose Algae,7.9,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Goniastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Gardineroseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Lobophyllia,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Leptastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Montipora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Millepora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Macroalgae,2.6,Macroalgae
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Porites irregularis,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Pocillopora,19,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Plesiastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Pavona,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Porites spp. Massive,0.5,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Soft Coral,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Porites rus,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Sandolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Sand,13.8,Sand
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Stylocoeniella,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Tubastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Unknown or Other,0,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,LTER 1,Outer 10,2,7,15,Psammocora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Soft Coral,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Astreopora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Cyphastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,CTB,79.6,CTB
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Astrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Acropora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Goniastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Millepora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Montipora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Pavona,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Psammocora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Porites spp. Massive,3.1,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Sand,0,Sand
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Sandolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Stylocoeniella,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Tubastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Unknown or Other,0.5,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Porites rus,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Fungiidae unidentified,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Gardineroseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Acanthastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Leptoseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Leptastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Herpolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Pocillopora,10.5,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Macroalgae,0.5,Macroalgae
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Lobophyllia,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Plesiastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Porites irregularis,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Non-coralline Crustose Algae,5.8,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Pachyseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Leptoseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Gardineroseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Acanthastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Fungiidae unidentified,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Cyphastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Pavona,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Montipora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Non-coralline Crustose Algae,8,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Porites rus,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Plesiastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Porites irregularis,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Porites spp. Massive,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Unknown or Other,0,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Tubastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Soft Coral,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Acropora,3.7,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Astrea,1.1,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Astreopora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,CTB,74.5,CTB
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Goniastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Herpolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Leptastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Lobophyllia,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Macroalgae,6.4,Macroalgae
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Millepora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Pachyseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Pocillopora,6.4,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Psammocora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Sand,0,Sand
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Sandolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Stylocoeniella,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Millepora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Leptoseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Fungiidae unidentified,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Cyphastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,CTB,62.2,CTB
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Astrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Herpolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Psammocora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Porites spp. Massive,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Pachyseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Non-coralline Crustose Algae,20.5,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Porites irregularis,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Stylocoeniella,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Acanthastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Acropora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Astreopora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Gardineroseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Goniastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Leptastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Lobophyllia,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Macroalgae,5.4,Macroalgae
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Montipora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Pavona,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Plesiastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Pocillopora,11.9,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Porites rus,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Sand,0,Sand
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Sandolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Soft Coral,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Tubastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Unknown or Other,0,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Tubastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Astreopora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Soft Coral,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Astrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Acropora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Fungiidae unidentified,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Sandolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Millepora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Herpolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Goniastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Psammocora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Pocillopora,19.5,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Plesiastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Pachyseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Porites irregularis,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Acanthastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,CTB,56.4,CTB
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Cyphastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Gardineroseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Leptastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Leptoseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Lobophyllia,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Macroalgae,13.3,Macroalgae
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Montipora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Non-coralline Crustose Algae,10.8,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Pavona,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Porites rus,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Porites spp. Massive,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Sand,0,Sand
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Stylocoeniella,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Unknown or Other,0,Other
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Acanthastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Herpolitha,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Goniastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,CTB,56.1,CTB
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Astreopora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Fungiidae unidentified,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Cyphastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Lobophyllia,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Plesiastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Leptoseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Leptastrea,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Pavona,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Millepora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Macroalgae,19,Macroalgae
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Pachyseris,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Montipora,0,Coral
2020-08,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Gardineroseris,0,Coral
