Task,T916,,,,,,
Scope 1/1, Sample 1/18 (Junk),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0.66,207,38.5,0.003,22.1,,,
0.72,227,44.8,0.003,22.2,,,
0.78,247,51.1,0.003,22.2,,,
0.84,267,57.2,0.003,22.3,,,
0.9,287,63.4,0.003,22.3,,,
0.96,307,69.8,0.003,22.3,,,
1.02,327,76.9,0.003,22.4,,,
1.08,348,84.8,0.003,22.4,,,
1.14,368,94.2,0.003,22.4,,,
1.2,386,106.2,0.0035,22.5,274.52,2.44,
1.26,404,124.2,0.0035,22.5,323.67,2.51,
1.32,415,150.4,0.0055,22.5,343.97,2.54,
1.38,423,172.7,0.007,22.5,317.44,2.5,
1.44,430,184.7,0.0085,22.5,245.87,2.39,
1.47,527,190,0.0005,22.7,188.22,2.27,
1.5,533,194.4,0.005,22.7,130.89,2.12,
1.53,539,198.2,0.005,22.7,109.15,2.04,
1.56,545,201.5,0.005,22.7,105.07,2.02,
1.59,550,204.4,0.0055,22.7,92.22,1.96,
1.62,556,207.1,0.005,22.7,83.52,1.92,
1.65,562,209.5,0.0055,22.7,76.44,1.88,
1.68,567,211.7,0.006,22.7,70.32,1.85,
1.71,572,213.7,0.0055,22.7,65.21,1.81,
1.74,578,215.6,0.0055,22.7,60.56,1.78,
1.77,583,217.4,0.0065,22.8,56.74,1.75,
1.8,588,219,0.0065,22.8,53.09,1.72,
1.83,593,220.6,0.0065,22.8,50.14,1.7,
1.86,598,222,0.006,22.8,47.09,1.67,
1.89,603,223.4,0.006,22.8,44.8,1.65,
1.92,608,224.7,0.006,22.8,42.47,1.63,
1.95,613,226,0.006,22.8,40.27,1.61,
1.98,618,227.1,0.006,22.8,38.67,1.59,
2.01,623,228.3,0.0055,22.8,36.81,1.57,
2.04,628,229.3,0.0055,22.8,35.13,1.55,
2.07,634,230.4,0.0055,22.8,33.28,1.52,
2.1,639,231.4,0.0065,22.8,,,
2.13,644,232.3,0.0065,22.8,,,
2.16,649,233.2,0.006,22.9,,,
2.19,654,234.1,0.006,22.9,,,
2.22,659,235.1,0.006,22.9,,,
Scope 1/1, Sample 1/18 (C26_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-64.4,NaN,22,,,
0.06,6,-73.3,0.0105,21.9,,,
0.12,26,-64.4,0.003,21.9,,,
0.18,46,-51.7,0.003,22,,,
0.24,66,-33.5,0.003,22,,,
0.3,86,-12.8,0.003,22,,,
0.36,106,1.2,0.003,22.1,,,
0.42,126,10.8,0.003,22.1,,,
0.48,147,18.7,0.003,22.2,,,
0.54,167,25.9,0.003,22.2,,,
0.6,187,32.6,0.003,22.2,,,
0.66,207,39,0.003,22.3,,,
0.72,227,45.3,0.003,22.3,,,
0.78,247,50.9,0.003,22.3,,,
0.84,267,56.9,0.003,22.4,,,
0.9,287,62.4,0.003,22.4,,,
0.96,308,68.5,0.003,22.4,,,
1.02,328,74.9,0.003,22.5,,,
1.08,348,82,0.003,22.5,,,
1.14,368,90,0.003,22.5,,,
1.2,387,100.1,0.003,22.6,,,
1.26,405,113.9,0.0035,22.6,295.02,2.47,
1.32,419,135,0.0045,22.6,335.08,2.53,
1.38,428,161.2,0.0065,22.6,339.09,2.53,
1.44,436,179.4,0.0075,22.6,294.45,2.47,
1.5,442,190.6,0.0105,22.6,212.67,2.33,
1.53,538,195,0.0005,22.8,154.35,2.19,
1.56,543,198.8,0.006,22.8,108.77,2.04,
1.59,548,202,0.0055,22.8,97.17,1.99,
1.62,554,205,0.005,22.8,90.57,1.96,
1.65,559,207.6,0.0055,22.8,82.33,1.92,
1.68,565,209.9,0.005,22.8,75.26,1.88,
1.71,570,212.1,0.0055,22.8,69.16,1.84,
1.74,576,214.1,0.0055,22.9,64.02,1.81,
1.77,581,216,0.006,22.9,59.9,1.78,
1.8,586,217.7,0.006,22.9,56.08,1.75,
1.83,591,219.3,0.006,22.9,52.62,1.72,
1.86,596,220.9,0.006,22.9,49.61,1.7,
1.89,601,222.3,0.0055,22.9,46.75,1.67,
1.92,606,223.7,0.0055,22.9,44.67,1.65,
1.95,611,225,0.0055,22.9,42.48,1.63,
1.98,616,226.2,0.0055,22.9,40.28,1.61,
2.01,622,227.4,0.0055,22.9,38.33,1.58,
2.04,627,228.6,0.0065,22.9,36.47,1.56,
2.07,632,229.6,0.006,22.9,34.95,1.54,
2.1,637,230.6,0.006,22.9,33.48,1.52,
2.13,642,231.6,0.006,23,,,
2.16,647,232.6,0.006,23,,,
2.19,652,233.5,0.006,23,,,
2.22,657,234.4,0.0055,23,,,
2.25,662,235.3,0.0055,23,,,
Scope 1/1, Sample 1/18 (C27_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-84,NaN,22.8,,,
0.06,9,-85.6,0.0065,22.7,,,
0.12,29,-78.1,0.003,22.7,,,
0.18,49,-69.2,0.003,22.7,,,
0.24,69,-57.5,0.003,22.8,,,
0.3,89,-41.7,0.003,22.8,,,
0.36,110,-19.8,0.003,22.8,,,
0.42,130,-2.8,0.003,22.9,,,
0.48,150,8.2,0.003,22.9,,,
0.54,170,17.4,0.003,22.9,,,
0.6,190,25.2,0.003,23,,,
0.66,210,32.4,0.003,23,,,
0.72,230,39.1,0.003,23,,,
0.78,250,45.7,0.003,23,,,
0.84,270,52.1,0.003,23.1,,,
0.9,291,58.5,0.003,23.1,,,
0.96,311,64.9,0.003,23.1,,,
1.02,331,71.6,0.003,23.2,,,
1.08,351,79,0.003,23.2,,,
1.14,371,87.1,0.003,23.2,,,
1.2,391,97.3,0.003,23.2,,,
1.26,411,110.9,0.003,23.3,295.97,2.47,
1.32,427,131.5,0.004,23.3,339.48,2.53,
1.38,438,158.6,0.0055,23.3,347.94,2.54,
1.44,445,178,0.009,23.3,306.41,2.49,
1.5,451,189.8,0.0095,23.3,224.58,2.35,
1.53,548,194.4,0.0005,23.4,164.4,2.22,
1.56,554,198.3,0.0055,23.4,113.63,2.06,
1.59,559,201.6,0.0055,23.4,99.4,2,
1.62,565,204.6,0.005,23.4,92.62,1.97,
1.65,571,207.4,0.0055,23.5,84.14,1.92,
1.68,576,209.7,0.006,23.5,77.06,1.89,
1.71,582,211.9,0.0055,23.5,71.04,1.85,
1.74,587,214,0.006,23.5,65.34,1.82,
1.77,593,215.9,0.005,23.5,60.69,1.78,
1.8,598,217.7,0.006,23.5,56.95,1.76,
1.83,603,219.3,0.006,23.5,52.89,1.72,
1.86,608,220.8,0.006,23.5,49.75,1.7,
1.89,613,222.3,0.006,23.5,47.47,1.68,
1.92,618,223.7,0.0055,23.5,45.28,1.66,
1.95,624,225,0.0055,23.5,43.33,1.64,
1.98,629,226.3,0.006,23.5,41,1.61,
2.01,634,227.5,0.0055,23.5,38.61,1.59,
2.04,639,228.6,0.0055,23.5,36.81,1.57,
2.07,644,229.7,0.0055,23.5,34.95,1.54,
2.1,650,230.7,0.0055,23.6,33.8,1.53,
2.13,655,231.7,0.006,23.6,,,
2.16,660,232.7,0.006,23.6,,,
2.19,665,233.6,0.006,23.6,,,
2.22,670,234.6,0.0055,23.6,,,
2.25,675,235.4,0.0055,23.6,,,
Scope 1/1, Sample 1/18 (C28_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-77,NaN,23.6,,,
0.06,8,-80.6,0.007,23.6,,,
0.12,29,-71.5,0.003,23.6,,,
0.18,49,-60.1,0.003,23.7,,,
0.24,69,-44,0.003,23.7,,,
0.3,89,-22.1,0.003,23.7,,,
0.36,109,-3.3,0.003,23.7,,,
0.42,129,8.8,0.003,23.8,,,
0.48,149,18.4,0.003,23.8,,,
0.54,170,26.7,0.003,23.8,,,
0.6,190,34.7,0.003,23.8,,,
0.66,210,43.2,0.003,23.8,,,
0.72,230,49.6,0.003,23.9,,,
0.78,250,56.3,0.003,23.9,,,
0.84,270,63.2,0.003,23.9,,,
0.9,290,70.3,0.003,23.9,,,
0.96,310,78.3,0.003,23.9,,,
1.02,330,87.2,0.003,24,,,
1.08,351,98,0.003,24,248.26,2.39,
1.14,370,113,0.003,24,310.61,2.49,
1.2,385,136.5,0.004,24,354.42,2.55,
1.26,395,163.8,0.006,24,354.34,2.55,
1.32,402,181.2,0.009,24,298.56,2.48,
1.35,499,187.4,0.0005,24.1,246.28,2.39,
1.38,505,192.3,0.0045,24.1,175.38,2.24,
1.41,511,196.5,0.005,24.1,123.73,2.09,
1.44,518,200.2,0.0045,24.1,109.22,2.04,
1.47,523,203.4,0.006,24.1,99.06,2,
1.5,528,206.2,0.006,24.1,89.62,1.95,
1.53,534,208.7,0.0055,24.1,81.39,1.91,
1.56,539,211.1,0.006,24.1,74.63,1.87,
1.59,544,213.3,0.006,24.1,69.02,1.84,
1.62,549,215.3,0.006,24.1,63.7,1.8,
1.65,554,217.1,0.006,24.2,59.08,1.77,
1.68,560,218.8,0.0055,24.2,54.7,1.74,
1.71,565,220.4,0.0065,24.2,51.93,1.72,
1.74,570,221.9,0.006,24.2,49.29,1.69,
1.77,575,223.4,0.006,24.2,46.79,1.67,
1.8,580,224.7,0.006,24.2,44.14,1.64,
1.83,585,226.1,0.006,24.2,41.81,1.62,
1.86,590,227.2,0.006,24.2,39.61,1.6,
1.89,595,228.4,0.0055,24.2,37.62,1.58,
1.92,600,229.5,0.0055,24.2,36.32,1.56,
1.95,605,230.6,0.0055,24.2,34.96,1.54,
1.98,610,231.6,0.0055,24.2,,,
2.01,616,232.6,0.0055,24.2,,,
2.04,621,233.6,0.0065,24.2,,,
2.07,626,234.5,0.006,24.2,,,
2.1,631,235.4,0.006,24.2,,,
Scope 1/1, Sample 1/18 (C29_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-81,NaN,23.9,,,
0.06,11,-82.4,0.0055,23.9,,,
0.12,31,-73.9,0.003,23.9,,,
0.18,51,-63.1,0.003,24,,,
0.24,71,-48.4,0.003,24,,,
0.3,92,-27.5,0.003,24,,,
0.36,112,-6.3,0.003,24,,,
0.42,132,6.6,0.003,24,,,
0.48,152,16.8,0.003,24,,,
0.54,172,25.4,0.003,24.1,,,
0.6,192,33.4,0.003,24.1,,,
0.66,212,40.9,0.003,24.1,,,
0.72,232,48.1,0.003,24.1,,,
0.78,252,55.3,0.003,24.1,,,
0.84,273,62.6,0.003,24.1,,,
0.9,293,69.9,0.003,24.2,,,
0.96,313,77.9,0.003,24.2,,,
1.02,333,87.1,0.003,24.2,,,
1.08,353,98,0.003,24.2,251.62,2.4,
1.14,371,113.3,0.0035,24.2,313.62,2.5,
1.2,386,137.1,0.004,24.2,356.09,2.55,
1.26,396,164.3,0.006,24.2,353.98,2.55,
1.32,403,181.5,0.009,24.2,297.01,2.47,
1.35,500,187.6,0.0005,24.3,243.82,2.39,
1.38,506,192.5,0.0045,24.3,173.06,2.24,
1.41,513,196.7,0.0045,24.3,122.76,2.09,
1.44,518,200.4,0.0055,24.3,109.03,2.04,
1.47,524,203.5,0.005,24.3,98.53,1.99,
1.5,529,206.3,0.0055,24.3,88.8,1.95,
1.53,534,208.9,0.0055,24.3,80.72,1.91,
1.56,540,211.2,0.005,24.3,74.25,1.87,
1.59,545,213.3,0.006,24.3,68.89,1.84,
1.62,550,215.4,0.006,24.3,63.55,1.8,
1.65,555,217.2,0.0055,24.3,59.22,1.77,
1.68,560,218.9,0.0055,24.3,55.44,1.74,
1.71,565,220.5,0.0055,24.4,51.93,1.72,
1.74,571,222,0.0055,24.4,48.75,1.69,
1.77,576,223.5,0.0065,24.4,46.47,1.67,
1.8,581,224.8,0.006,24.4,43.95,1.64,
1.83,586,226.1,0.006,24.4,41.81,1.62,
1.86,591,227.3,0.006,24.4,39.8,1.6,
1.89,596,228.5,0.006,24.4,37.94,1.58,
1.92,601,229.6,0.006,24.4,36.66,1.56,
1.95,606,230.7,0.006,24.4,35.34,1.55,
1.98,611,231.7,0.0055,24.4,,,
2.01,616,232.7,0.0055,24.4,,,
2.04,622,233.7,0.0055,24.4,,,
2.07,627,234.6,0.0065,24.4,,,
2.1,632,235.4,0.0065,24.4,,,
Scope 1/1, Sample 1/18 (C30_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-80.4,NaN,23.9,,,
0.06,10,-82.2,0.0065,23.9,,,
0.12,30,-73.4,0.003,23.9,,,
0.18,50,-62.3,0.003,23.9,,,
0.24,70,-46.9,0.003,23.9,,,
0.3,90,-25.1,0.003,24,,,
0.36,110,-4.8,0.003,24,,,
0.42,130,7.9,0.003,24,,,
0.48,150,17.9,0.003,24,,,
0.54,171,26.7,0.003,24,,,
0.6,191,34.7,0.003,24.1,,,
0.66,211,42.3,0.003,24.1,,,
0.72,231,49.7,0.003,24.1,,,
0.78,251,57.1,0.003,24.1,,,
0.84,271,64.6,0.003,24.1,,,
0.9,291,72.2,0.003,24.1,,,
0.96,311,80.8,0.003,24.2,,,
1.02,332,90.5,0.003,24.2,,,
1.08,352,102.8,0.003,24.2,282.57,2.45,
1.14,369,121,0.0035,24.2,337.57,2.53,
1.2,382,148.4,0.0045,24.2,363.43,2.56,
1.26,390,172.3,0.0075,24.2,339.73,2.53,
1.32,396,186.5,0.0095,24.2,264.65,2.42,
1.35,492,191.8,0.0005,24.3,203.12,2.31,
1.38,498,196.1,0.005,24.3,137.66,2.14,
1.41,504,199.8,0.005,24.3,107.91,2.03,
1.44,510,203.1,0.0055,24.3,99.49,2,
1.47,515,206,0.006,24.3,90.55,1.96,
1.5,520,208.6,0.006,24.3,82.35,1.92,
1.53,526,210.9,0.0055,24.3,75.44,1.88,
1.56,531,213.1,0.0065,24.3,69.7,1.84,
1.59,536,215.2,0.0065,24.3,64.69,1.81,
1.62,541,217,0.006,24.3,60.42,1.78,
1.65,546,218.8,0.006,24.3,56.09,1.75,
1.68,551,220.4,0.006,24.3,52.4,1.72,
1.71,556,221.9,0.006,24.3,49.43,1.69,
1.74,561,223.4,0.006,24.3,47.13,1.67,
1.77,566,224.7,0.0055,24.3,44.61,1.65,
1.8,571,226.1,0.0055,24.3,42.67,1.63,
1.83,576,227.3,0.0055,24.4,40.47,1.61,
1.86,582,228.5,0.0055,24.4,38.29,1.58,
1.89,587,229.6,0.0065,24.4,36.66,1.56,
1.92,592,230.7,0.0065,24.4,34.95,1.54,
1.95,597,231.7,0.006,24.4,,,
1.98,602,232.7,0.006,24.4,,,
2.01,607,233.7,0.006,24.4,,,
2.04,612,234.6,0.006,24.4,,,
2.07,617,235.5,0.006,24.4,,,
Scope 1/1, Sample 1/18 (C31_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-80.1,NaN,24.1,,,
0.06,10,-82.7,0.006,24.1,,,
0.12,30,-74.1,0.003,24.1,,,
0.18,50,-63.6,0.003,24.2,,,
0.24,70,-49.2,0.003,24.2,,,
0.3,90,-28.5,0.003,24.2,,,
0.36,110,-7.1,0.003,24.2,,,
0.42,131,5.9,0.003,24.2,,,
0.48,151,16.2,0.003,24.2,,,
0.54,171,25.2,0.003,24.3,,,
0.6,191,33,0.003,24.3,,,
0.66,211,40.6,0.003,24.3,,,
0.72,231,47.8,0.003,24.3,,,
0.78,251,54.9,0.003,24.3,,,
0.84,271,62,0.003,24.3,,,
0.9,292,69,0.003,24.3,,,
0.96,312,76.9,0.003,24.4,,,
1.02,332,85.7,0.003,24.4,,,
1.08,352,96.1,0.003,24.4,,,
1.14,372,110.2,0.003,24.4,307.45,2.49,
1.2,387,131.9,0.004,24.4,349.85,2.54,
1.26,398,160,0.0055,24.4,355.83,2.55,
1.32,405,179.1,0.0085,24.4,310.68,2.49,
1.38,411,190.9,0.01,24.4,223.81,2.35,
1.41,507,195.5,0.0005,24.5,160.95,2.21,
1.44,513,199.3,0.0055,24.5,110.45,2.04,
1.47,518,202.6,0.0055,24.5,98.51,1.99,
1.5,524,205.5,0.005,24.5,91.45,1.96,
1.53,530,208.2,0.0055,24.5,83.86,1.92,
1.56,535,210.7,0.006,24.5,76.92,1.89,
1.59,540,212.8,0.006,24.5,70.83,1.85,
1.62,545,214.9,0.006,24.5,65.23,1.81,
1.65,550,216.8,0.006,24.5,60.35,1.78,
1.68,556,218.5,0.0055,24.5,56.57,1.75,
1.71,561,220.2,0.0065,24.5,53.28,1.73,
1.74,566,221.7,0.0065,24.5,50.27,1.7,
1.77,571,223.2,0.006,24.5,47.62,1.68,
1.8,576,224.6,0.006,24.5,45.12,1.65,
1.83,581,225.9,0.006,24.5,42.81,1.63,
1.86,586,227.2,0.006,24.5,40.81,1.61,
1.89,591,228.3,0.0055,24.5,38.61,1.59,
1.92,596,229.5,0.0055,24.5,37,1.57,
1.95,602,230.6,0.0055,24.5,35.47,1.55,
1.98,607,231.6,0.0065,24.5,,,
2.01,612,232.6,0.0065,24.6,,,
2.04,617,233.6,0.006,24.6,,,
2.07,622,234.5,0.006,24.6,,,
2.1,627,235.4,0.006,24.6,,,
Scope 1/1, Sample 1/18 (C32_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-86.5,NaN,24.4,,,
0.06,9,-86.6,0.0065,24.4,,,
0.12,30,-78.8,0.003,24.5,,,
0.18,50,-69.8,0.003,24.5,,,
0.24,70,-57.9,0.003,24.5,,,
0.3,90,-41.8,0.003,24.5,,,
0.36,110,-19.1,0.003,24.5,,,
0.42,130,-1.7,0.003,24.5,,,
0.48,150,10,0.003,24.5,,,
0.54,170,19.2,0.003,24.6,,,
0.6,190,27.3,0.003,24.6,,,
0.66,211,35,0.003,24.6,,,
0.72,231,42.4,0.003,24.6,,,
0.78,251,49.3,0.003,24.6,,,
0.84,271,56.1,0.003,24.6,,,
0.9,291,62.9,0.003,24.6,,,
0.96,311,69.9,0.003,24.6,,,
1.02,331,77.5,0.003,24.6,,,
1.08,352,86.1,0.003,24.7,,,
1.14,372,96.2,0.003,24.7,,,
1.2,390,109.6,0.0035,24.7,298.13,2.47,
1.26,406,130.5,0.004,24.7,343.28,2.54,
1.32,417,158,0.0055,24.7,353.61,2.55,
1.38,424,177.9,0.0085,24.7,313.73,2.5,
1.44,430,190.2,0.01,24.7,230.47,2.36,
1.47,526,194.9,0.0005,24.7,168.4,2.23,
1.5,532,198.7,0.005,24.7,115.79,2.06,
1.53,538,202.1,0.0055,24.7,100.03,2,
1.56,543,205.1,0.006,24.7,92.89,1.97,
1.59,548,207.8,0.006,24.7,85.47,1.93,
1.62,553,210.3,0.006,24.7,78.3,1.89,
1.65,559,212.6,0.0055,24.7,71.83,1.86,
1.68,564,214.6,0.006,24.8,66.18,1.82,
1.71,569,216.5,0.006,24.8,61.22,1.79,
1.74,574,218.3,0.0055,24.8,57.08,1.76,
1.77,579,220,0.0055,24.8,53.56,1.73,
1.8,584,221.5,0.0055,24.8,50.61,1.7,
1.83,590,223,0.0055,24.8,47.62,1.68,
1.86,595,224.4,0.0065,24.8,45.46,1.66,
1.89,600,225.7,0.006,24.8,43.29,1.64,
1.92,605,227,0.006,24.8,41.32,1.62,
1.95,610,228.2,0.006,24.8,39.14,1.59,
1.98,615,229.4,0.006,24.8,37.48,1.57,
2.01,620,230.4,0.006,24.8,35.81,1.55,
2.04,625,231.5,0.006,24.8,,,
2.07,630,232.5,0.0055,24.8,,,
2.1,635,233.5,0.0055,24.8,,,
2.13,640,234.4,0.0055,24.8,,,
2.16,646,235.3,0.0055,24.8,,,
Scope 1/1, Sample 1/18 (Junk5),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-57,NaN,25.4,,,
0.06,6,-66.8,0.01,25.4,,,
0.12,26,-55.6,0.003,25.4,,,
0.18,46,-39.8,0.003,25.4,,,
0.24,66,-19.5,0.003,25.4,,,
0.3,86,-2.9,0.003,25.4,,,
0.36,107,8,0.003,25.4,,,
0.42,127,16.8,0.003,25.4,,,
0.48,147,24.5,0.003,25.4,,,
0.54,167,31.1,0.003,25.4,,,
0.6,187,37.3,0.003,25.5,,,
0.66,207,43.3,0.003,25.5,,,
0.72,228,49.1,0.003,25.5,,,
0.78,248,54.8,0.003,25.5,,,
0.84,268,60.4,0.003,25.5,,,
0.9,288,66,0.003,25.5,,,
0.96,308,71.9,0.003,25.5,,,
1.02,328,78.3,0.003,25.5,,,
1.08,346,85.3,0.0035,25.5,,,
1.14,365,93.6,0.003,25.5,,,
1.2,382,104,0.0035,25.5,237.27,2.38,
1.26,400,118.9,0.0035,25.5,296.13,2.47,
1.32,413,141.2,0.005,25.5,336.28,2.53,
1.38,422,166.2,0.007,25.5,333.84,2.52,
1.44,428,182.8,0.0095,25.5,280.58,2.45,
1.47,525,188.6,0.0005,25.5,231.71,2.36,
1.5,531,193.4,0.005,25.5,168.25,2.23,
1.53,537,197.5,0.0055,25.5,122.57,2.09,
1.56,542,201.1,0.0055,25.5,108.18,2.03,
1.59,548,204.3,0.005,25.5,98.82,1.99,
1.62,553,207.1,0.0055,25.5,89,1.95,
1.65,559,209.7,0.0055,25.5,80.73,1.91,
1.68,564,211.9,0.006,25.5,73.77,1.87,
1.71,569,214.1,0.0055,25.5,68.03,1.83,
1.74,574,216.1,0.0055,25.5,63.02,1.8,
1.77,580,217.9,0.0055,25.5,58.9,1.77,
1.8,584,219.6,0.0065,25.5,55.28,1.74,
1.83,590,221.2,0.0055,25.5,51.74,1.71,
1.86,595,222.7,0.006,25.5,48.95,1.69,
1.89,600,224.2,0.006,25.5,46.47,1.67,
1.92,605,225.5,0.006,25.5,43.95,1.64,
1.95,610,226.8,0.006,25.5,41.81,1.62,
1.98,615,228,0.006,25.5,39.8,1.6,
2.01,620,229.2,0.006,25.5,38.14,1.58,
2.04,625,230.3,0.0055,25.5,36.47,1.56,
2.07,630,231.4,0.0055,25.5,,,
2.1,636,232.4,0.0055,25.5,,,
2.13,641,233.4,0.0065,25.5,,,
2.16,646,234.3,0.0065,25.5,,,
2.19,651,235.3,0.006,25.5,,,
Scope 1/1, Sample 1/18 (Tank1_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-47.2,NaN,26.4,,,
0.06,17,-55.1,0.0035,26.5,,,
0.12,38,-41.2,0.003,26.5,,,
0.18,58,-22.4,0.003,26.5,,,
0.24,78,-5.7,0.003,26.5,,,
0.3,98,5.2,0.003,26.5,,,
0.36,118,14.2,0.003,26.5,,,
0.42,138,21.6,0.003,26.5,,,
0.48,158,28.3,0.003,26.5,,,
0.54,178,34.2,0.003,26.4,,,
0.6,198,39.8,0.003,26.4,,,
0.66,219,45.2,0.003,26.4,,,
0.72,239,50.3,0.003,26.4,,,
0.78,259,55.4,0.003,26.4,,,
0.84,279,60.4,0.003,26.4,,,
0.9,298,65.4,0.003,26.4,,,
0.96,317,70.6,0.003,26.4,,,
1.02,336,76.3,0.003,26.4,,,
1.08,354,82.4,0.0035,26.4,,,
1.14,371,89.4,0.0035,26.3,,,
1.2,389,97.6,0.0035,26.3,,,
1.26,406,108.4,0.0035,26.3,240.45,2.38,
1.32,422,123.6,0.004,26.3,295.13,2.47,
1.38,434,146.3,0.005,26.3,328.62,2.52,
1.44,442,169.7,0.0075,26.3,320.12,2.51,
1.5,448,184.7,0.0095,26.3,263.95,2.42,
1.53,545,190.3,0.0005,26.3,215.19,2.33,
1.56,551,195,0.005,26.3,155.58,2.19,
1.59,556,198.9,0.0055,26.3,117.69,2.07,
1.62,562,202.4,0.005,26.3,105.33,2.02,
1.65,567,205.4,0.0055,26.3,94.82,1.98,
1.68,572,208.1,0.0055,26.3,85.82,1.93,
1.71,578,210.6,0.005,26.3,78.58,1.9,
1.74,583,212.8,0.006,26.2,72.3,1.86,
1.77,588,215,0.0055,26.2,67.22,1.83,
1.8,594,216.9,0.0055,26.2,62.55,1.8,
1.83,599,218.7,0.0065,26.2,58.43,1.77,
1.86,604,220.4,0.006,26.2,54.6,1.74,
1.89,609,222,0.006,26.2,51.08,1.71,
1.92,614,223.5,0.006,26.2,48.28,1.68,
1.95,619,224.9,0.006,26.2,45.61,1.66,
1.98,624,226.2,0.006,26.2,43.48,1.64,
2.01,629,227.5,0.0055,26.2,41.28,1.62,
2.04,634,228.7,0.0055,26.2,39.46,1.6,
2.07,639,229.9,0.0055,26.2,38.01,1.58,
2.1,644,231,0.0055,26.2,,,
2.13,650,232,0.0055,26.2,,,
2.16,655,233.1,0.0065,26.2,,,
2.19,660,234.1,0.006,26.2,,,
2.22,665,235,0.006,26.2,,,
Scope 1/1, Sample 1/18 (Tank2_Initial_0626_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-50.8,NaN,25.7,,,
0.06,17,-58.2,0.0035,25.8,,,
0.12,38,-45.6,0.003,25.8,,,
0.18,58,-27.9,0.003,25.8,,,
0.24,78,-9.2,0.003,25.8,,,
0.3,98,3,0.003,25.8,,,
0.36,118,12.2,0.003,25.8,,,
0.42,138,19.8,0.003,25.8,,,
0.48,158,26.5,0.003,25.8,,,
0.54,178,32.7,0.003,25.8,,,
0.6,198,38.4,0.003,25.8,,,
0.66,219,43.9,0.003,25.8,,,
0.72,239,49.1,0.003,25.8,,,
0.78,259,54.2,0.003,25.8,,,
0.84,279,59.4,0.003,25.8,,,
0.9,299,64.5,0.003,25.8,,,
0.96,319,69.8,0.003,25.8,,,
1.02,338,75.4,0.003,25.8,,,
1.08,357,81.5,0.003,25.8,,,
1.14,375,88.4,0.0035,25.8,,,
1.2,394,96.7,0.003,25.8,,,
1.26,412,107.2,0.0035,25.8,238.8,2.38,
1.32,429,122.4,0.0035,25.8,294.64,2.47,
1.38,441,144.8,0.005,25.8,330.05,2.52,
1.44,450,168.7,0.007,25.8,323.47,2.51,
1.5,456,184.1,0.009,25.8,268.66,2.43,
1.53,554,189.8,0.0005,25.8,219.82,2.34,
1.56,560,194.5,0.005,25.8,159.62,2.2,
1.59,566,198.5,0.0055,25.7,119.11,2.08,
1.62,572,202,0.005,25.7,106.46,2.03,
1.65,578,205.1,0.0055,25.8,96.17,1.98,
1.68,583,207.8,0.006,25.8,86.81,1.94,
1.71,589,210.3,0.005,25.7,78.91,1.9,
1.74,594,212.6,0.006,25.8,72.3,1.86,
1.77,599,214.7,0.0055,25.7,66.84,1.83,
1.8,605,216.6,0.005,25.7,62.23,1.79,
1.83,610,218.4,0.006,25.7,57.89,1.76,
1.86,615,220.1,0.006,25.7,54.41,1.74,
1.89,620,221.7,0.0055,25.7,51.61,1.71,
1.92,626,223.2,0.0055,25.7,49.14,1.69,
1.95,631,224.6,0.006,25.7,46.47,1.67,
1.98,636,226,0.006,25.7,43.8,1.64,
